Epoch,Training Cost,Training Accuracy,Evaluation Cost,Evaluation Accuracy
0,0.0971806385524,0.91422,0.175493942792,0.9159
1,0.0852546559513,0.93278,0.179109257564,0.936
2,0.0814720011345,0.94168,0.185259458154,0.9418
3,0.0779480601408,0.94774,0.187503867549,0.9483
4,0.0760275070651,0.95196,0.190436631913,0.9519
5,0.0748710022827,0.95424,0.1930056339,0.9534
6,0.0744705389271,0.95658,0.194806092591,0.9561
7,0.0759419653233,0.95542,0.198665213452,0.9548
8,0.0737852484454,0.95816,0.197976871945,0.9568
9,0.0733087513571,0.9594,0.199112942285,0.9576
10,0.0714820841189,0.96236,0.199112612495,0.9585
11,0.0726714526945,0.96156,0.200518434687,0.9598
12,0.0722775620045,0.9625,0.202043087555,0.9592
13,0.0697334579224,0.96548,0.199338412755,0.9631
14,0.0694553955211,0.96662,0.199757275408,0.9633
15,0.0691846272623,0.96738,0.200235185668,0.9633
16,0.0703788311098,0.9655,0.201614159662,0.9635
17,0.0710950104307,0.96578,0.202406039893,0.9624
18,0.0690906866341,0.96734,0.200883614334,0.9638
19,0.0706165958917,0.96734,0.202007024395,0.9655
20,0.0691443505567,0.96742,0.201592407886,0.9636
21,0.0685461004877,0.96892,0.200552611186,0.9665
22,0.0706929651722,0.96626,0.203505815768,0.9639
23,0.0700074858875,0.96856,0.203258226946,0.9647
24,0.0693833695587,0.96874,0.202878345693,0.9648
25,0.0685691022265,0.96886,0.201869387593,0.9655
26,0.0696820997892,0.9681,0.203146221966,0.9642
27,0.0680947856031,0.96934,0.201846152515,0.9651
28,0.0688735603665,0.96886,0.202800654976,0.9645
29,0.0680534756575,0.97022,0.201748679212,0.9669
30,0.0697097772326,0.96774,0.203581998936,0.9638
31,0.0684876731049,0.96996,0.202871622282,0.9656
32,0.0688410242169,0.97052,0.203287684625,0.9662
33,0.0689346735599,0.9699,0.203334317047,0.9652
34,0.0685004305804,0.96986,0.202283263545,0.9663
35,0.0678144390549,0.97032,0.201967650311,0.9665
36,0.0688556462944,0.96952,0.202823879168,0.9672
37,0.067952978864,0.9707,0.20251817842,0.9655
38,0.0692406455354,0.96922,0.203181060174,0.9653
39,0.0685420974687,0.96988,0.202689037603,0.9658
40,0.0677414528002,0.9717,0.202082286905,0.9677
41,0.0678717801391,0.97156,0.202666676797,0.9677
42,0.0670919425066,0.97074,0.201680682838,0.9667
43,0.0678197087279,0.97084,0.202621756126,0.9669
44,0.0683191590386,0.96958,0.203457888492,0.9652
45,0.0686289992661,0.96966,0.203024455857,0.9655
46,0.0684203696975,0.96978,0.203208929738,0.9658
47,0.0673179174202,0.9721,0.202020151972,0.9676
48,0.0674408116855,0.97142,0.20199089063,0.967
49,0.0672579681058,0.97144,0.202359762203,0.9662
50,0.0672920463317,0.9721,0.202076715957,0.9681
51,0.0680972042592,0.97102,0.203301150781,0.9667
52,0.0672082345961,0.9716,0.202365609299,0.9671
53,0.0711157985221,0.96802,0.206087024177,0.9631
54,0.0668966462802,0.97228,0.202166098837,0.9677
55,0.0672101498118,0.97206,0.202123602653,0.9678
56,0.0671375544805,0.9716,0.202179948063,0.9686
57,0.0685657173011,0.96968,0.203958570679,0.966
58,0.0691424722127,0.97102,0.204184999679,0.9659
59,0.0666828662801,0.97284,0.201967333103,0.9687
60,0.0682836354385,0.97118,0.203192166601,0.9658
61,0.0678583777935,0.9723,0.202780677144,0.969
62,0.0691018830341,0.96982,0.204171662204,0.9671
63,0.069137170795,0.9697,0.204023146855,0.9661
64,0.0669964204192,0.97134,0.202413525934,0.9677
65,0.0682572981294,0.97068,0.203392864206,0.9677
66,0.0679185408405,0.97148,0.202640060793,0.9679
67,0.0687034428211,0.97034,0.203735008387,0.9673
68,0.067532742315,0.97202,0.202603218694,0.9681
69,0.0679819913641,0.97106,0.203392577188,0.9676
70,0.0671195575936,0.97236,0.202580019406,0.9683
71,0.0667945434765,0.97174,0.202060891531,0.9681
72,0.0678652920219,0.97144,0.203214261881,0.9682
73,0.0667402250843,0.97238,0.20236813959,0.9672
74,0.0672319046521,0.97244,0.202349638407,0.967
75,0.0670832343467,0.97212,0.202547087325,0.9682
76,0.0676194367804,0.97224,0.202838008049,0.9679
77,0.0668861101804,0.97182,0.201779657567,0.9679
78,0.0676172943915,0.97152,0.203018751118,0.9664
79,0.0680100831312,0.9712,0.203006086411,0.969
80,0.0678449649558,0.97128,0.203270252585,0.9678
81,0.0676147400495,0.97136,0.202562252567,0.9676
82,0.0675138751737,0.97216,0.202973032819,0.9678
83,0.0678922992243,0.97084,0.203024989767,0.9672
84,0.0673499383986,0.97132,0.202515436335,0.9678
85,0.0677631594483,0.97128,0.202940683237,0.9667
86,0.0673892001143,0.97228,0.202310563979,0.9691
87,0.0670135212413,0.97206,0.202212581412,0.968
88,0.0673128399387,0.97182,0.202068266802,0.9684
89,0.0670725625938,0.97222,0.202194081769,0.969
90,0.0688869429715,0.97106,0.20394460925,0.9681
91,0.069327669977,0.96998,0.204354016244,0.9656
92,0.0672729879416,0.97224,0.202264703418,0.9682
93,0.0676008382752,0.97216,0.203393860968,0.9666
94,0.0673400172955,0.97154,0.202653807975,0.9666
95,0.0665177257735,0.9728,0.201887822512,0.9674
96,0.0666062408952,0.973,0.202208323688,0.9682
97,0.0673662879549,0.97206,0.20269378685,0.9676
98,0.0676316630113,0.97174,0.202985911895,0.9678
99,0.0668582866038,0.97256,0.202075125012,0.9675
100,0.0669651512508,0.97314,0.202821658423,0.9691
101,0.0673603992924,0.972,0.202741408,0.9674
102,0.0673023054499,0.97204,0.202864498747,0.9684
103,0.0671470753532,0.97216,0.20232162925,0.9681
104,0.0668273440847,0.9731,0.20227633857,0.9686
105,0.0675390729467,0.97136,0.202728605432,0.9673
106,0.0666098617378,0.97292,0.202007625253,0.968
107,0.0673126403807,0.9718,0.202711357232,0.967
108,0.0670805631785,0.9723,0.202416672134,0.9682
109,0.0664495925559,0.97324,0.201809086088,0.9695
110,0.0675998219532,0.97202,0.203081103607,0.9675
111,0.0672027293031,0.97286,0.203535655267,0.9675
112,0.0665827745041,0.97256,0.202037764032,0.9685
113,0.0669295273777,0.97226,0.202634413819,0.9684
114,0.067608633232,0.97194,0.203196248368,0.9675
115,0.0663280335595,0.974,0.201805752441,0.9691
116,0.0680811763858,0.9708,0.203176985286,0.9669
117,0.0670708280044,0.97168,0.202353920573,0.9681
118,0.0678438099307,0.97168,0.202952323357,0.9669
119,0.0681752603179,0.97174,0.20392055747,0.9672
120,0.0674018073538,0.97278,0.202818672681,0.9691
