0,0.0737349591297,0.91424,0.0696141830447,0.9206
1,0.0547469109192,0.93794,0.0530922224614,0.9388
2,0.0470955138716,0.94696,0.0473936931116,0.9461
3,0.0401800985225,0.9557,0.0416775408412,0.9525
4,0.0334321509812,0.96364,0.035865729678,0.9589
5,0.0297537173682,0.96756,0.0335312525368,0.9617
6,0.02832233137,0.97056,0.032762278311,0.963
7,0.0245083843894,0.97458,0.0288493360884,0.9678
8,0.0224214196065,0.97686,0.027623325831,0.9698
9,0.0209624552152,0.97896,0.0272555131699,0.97
10,0.0200967536008,0.98012,0.0269865422733,0.9708
11,0.0193088835195,0.98134,0.0271075754867,0.9703
12,0.0170219741507,0.98334,0.0243337094402,0.9734
13,0.0161627157449,0.98426,0.0245246655347,0.9729
14,0.0163182211775,0.98442,0.025704310815,0.9716
15,0.0142830231964,0.98626,0.0233136061796,0.9745
16,0.0140323670828,0.98688,0.0239792904673,0.974
17,0.0131093731823,0.98738,0.0231988021252,0.975
18,0.0124824773839,0.98806,0.0229760131055,0.9749
19,0.0119828543272,0.98856,0.0228973584044,0.9751
20,0.0110249479871,0.98946,0.0225604314653,0.9757
21,0.0106957775091,0.98966,0.0223141295892,0.9764
22,0.0108070175184,0.9897,0.0221143923915,0.9767
23,0.00977313035066,0.99024,0.0218984467391,0.9767
24,0.00927614032823,0.9908,0.0218358836919,0.976
25,0.00896362028035,0.99122,0.0215715942701,0.977
26,0.00868963660748,0.99152,0.0216044010822,0.9773
27,0.00828627741938,0.99198,0.0211740586177,0.9784
28,0.00789438180591,0.99224,0.0212653906446,0.9776
29,0.00761520999364,0.99254,0.0212386467961,0.9779
30,0.00742446068741,0.993,0.0211517616622,0.9777
31,0.00742572329931,0.99302,0.0212356677521,0.9772
32,0.00694765083621,0.99334,0.0210981566234,0.9783
33,0.00665841103789,0.99348,0.0210873661004,0.9774
34,0.0065127620647,0.99354,0.0209347994634,0.9782
35,0.00637119906184,0.99396,0.0216399732199,0.9776
