Epoch,Training Cost,Training Accuracy,Evaluation Cost,Evaluation Accuracy
0,0.0955242944935,0.91494,0.174351540566,0.9199
0,0.0858930323991,0.93168,0.18033056143,0.9359
0,0.0811713019453,0.9407,0.184340742082,0.9406
0,0.0784702590487,0.94656,0.187236068572,0.9479
0,0.0751625623067,0.95216,0.188391355112,0.9522
0,0.0748771642294,0.9529,0.191193216701,0.9533
0,0.0751431527467,0.95498,0.194135995403,0.9542
0,0.0718315797009,0.9594,0.192575747959,0.9586
0,0.0715256024377,0.96034,0.193948033898,0.9586
0,0.0719729434201,0.96042,0.195723927117,0.9579
0,0.0706827386545,0.96342,0.196134940125,0.9599
0,0.0732864124099,0.9619,0.199002868241,0.9602
0,0.0691695319452,0.9655,0.195583379332,0.9624
0,0.0689392902073,0.9656,0.195882417843,0.9631
0,0.0691793677982,0.966,0.196898901372,0.9636
0,0.0692402813641,0.96624,0.196909866324,0.9625
0,0.0686627997993,0.96732,0.196362229054,0.9646
0,0.0677948208578,0.96778,0.195745323507,0.9641
0,0.068023945066,0.9678,0.196300710804,0.9627
0,0.067033926254,0.9693,0.195313179861,0.9662
0,0.0673638213784,0.9682,0.19617496937,0.9649
0,0.0674226689745,0.96958,0.196239524132,0.9651
0,0.0664857053382,0.9698,0.195024053321,0.9673
0,0.0675627002865,0.96912,0.19617716833,0.9645
0,0.0663385262261,0.9697,0.194858179337,0.967
0,0.0676400382088,0.9686,0.196311745451,0.9654
0,0.0662606817846,0.96964,0.195018944719,0.9663
0,0.0666063336801,0.9697,0.195673925361,0.9666
0,0.0652013093447,0.97082,0.194025380722,0.9668
0,0.0692108413247,0.96798,0.19807211317,0.9634
0,0.0672393469361,0.96966,0.195347652717,0.9664
0,0.0668715931155,0.97048,0.195031629129,0.9661
0,0.0652155968272,0.97074,0.193985499756,0.9669
0,0.0652820078297,0.971,0.193539862951,0.9667
0,0.0658593011325,0.97066,0.194423299763,0.9655
0,0.0663513703049,0.97076,0.195178267162,0.9661
0,0.0649658194622,0.971,0.193271752674,0.9659
0,0.0655732669553,0.97158,0.193983169406,0.9665
0,0.0641472126315,0.97206,0.192244826114,0.9678
0,0.0655962024921,0.972,0.193468853094,0.9686
0,0.0644657631121,0.97238,0.192863111034,0.9654
0,0.0642104301713,0.97288,0.192530408749,0.9684
0,0.0644133828533,0.97274,0.192619863698,0.9687
