Epoch,Training Cost,Training Accuracy,Evaluation Cost,Evaluation Accuracy
0,0.0972310386295,0.91362,0.174917059453,0.9171
0,0.0870881215126,0.93032,0.181009944677,0.9333
0,0.0799594643743,0.94094,0.183068783176,0.9415
0,0.0791761817496,0.94712,0.189099144843,0.9456
0,0.074922949711,0.9519,0.188855207211,0.9512
0,0.0739316222619,0.95454,0.19147202284,0.9538
0,0.0736279380526,0.95676,0.193643845397,0.9551
0,0.0719254896125,0.9591,0.193583602682,0.9572
0,0.0712423352816,0.96054,0.194839787139,0.9595
0,0.0717297692677,0.96162,0.196782881986,0.9585
0,0.0707363920514,0.9624,0.196450516823,0.9607
0,0.0695898601352,0.96454,0.195943288632,0.9623
0,0.0696047361909,0.96562,0.196244970626,0.9635
0,0.0693741493483,0.96526,0.197110870729,0.9625
0,0.0707701787734,0.96414,0.199228236669,0.9606
0,0.0708253940265,0.96498,0.199503789743,0.9606
0,0.0684904792668,0.96826,0.197686137847,0.964
0,0.0685462951087,0.96746,0.197944173549,0.9635
0,0.068008149426,0.96812,0.197302370631,0.9655
0,0.0683648450379,0.96794,0.197799901989,0.9655
0,0.0679494454362,0.96824,0.197539478802,0.9641
0,0.0676807774049,0.9681,0.197300982937,0.9645
0,0.0668222917283,0.96944,0.196476055714,0.9657
0,0.0672130087923,0.96906,0.196644321509,0.9655
0,0.0686727325065,0.96788,0.198526628206,0.9638
0,0.0675878208765,0.97,0.197524817663,0.9651
0,0.0658931332803,0.97108,0.195452437853,0.9669
0,0.0666238990503,0.9704,0.196452819054,0.9666
0,0.0665513638716,0.97056,0.19679377988,0.966
0,0.0663660931196,0.97152,0.196463993655,0.9664
0,0.066200886341,0.9702,0.196487731063,0.9645
0,0.0650014053999,0.97162,0.194710527065,0.9671
0,0.0662913488847,0.97134,0.196246183727,0.9666
0,0.0656963547948,0.97098,0.195274505889,0.9671
0,0.0647494196385,0.9721,0.194464773963,0.968
0,0.0650470337105,0.97232,0.194257174095,0.9675
0,0.0665333099804,0.96936,0.196245406333,0.965
0,0.0676326484634,0.9715,0.197112227902,0.9662
0,0.0656333099127,0.97164,0.19481943788,0.966
0,0.06402774321,0.97292,0.19338043964,0.9677
0,0.0643918566464,0.97188,0.193346720908,0.968
0,0.0647763275926,0.97326,0.193924912313,0.968
0,0.0641541305063,0.97346,0.193321322174,0.9681
0,0.0657838038694,0.9704,0.194397254927,0.9674
0,0.0637212153007,0.9738,0.192460322458,0.968
0,0.064149026313,0.97338,0.192640940433,0.9687
0,0.0636079104843,0.97326,0.192059102938,0.9694
0,0.06371118386,0.97276,0.192589959428,0.968
0,0.0642053264007,0.97268,0.192704324486,0.9685
0,0.0641077847116,0.97278,0.19222812937,0.969
0,0.0626421901396,0.97482,0.19053590433,0.9687
0,0.0627445465667,0.97392,0.190850088065,0.9694
0,0.0631267589442,0.97342,0.19108782154,0.9673
0,0.0634137207347,0.9734,0.190936929794,0.9695
0,0.0640244805567,0.97206,0.191738054853,0.9678
0,0.0631225229245,0.97344,0.191136596801,0.9686
