Epoch,Training Cost,Training Accuracy,Evaluation Cost,Evaluation Accuracy
0,0.0959979372217,0.91494,0.173648302205,0.9211
1,0.0857405217628,0.93172,0.180580563748,0.9306
2,0.0822120705352,0.93946,0.185549098498,0.9401
3,0.0773026447962,0.94714,0.187098349547,0.9471
4,0.0773947519408,0.94988,0.191282066059,0.9491
5,0.0738907325237,0.95672,0.191637577913,0.9542
6,0.0736782147408,0.95764,0.194342139544,0.9538
7,0.0728615475716,0.95906,0.196200974044,0.9559
8,0.0715995185842,0.9616,0.195979368467,0.9599
9,0.0714568295458,0.96308,0.197506082952,0.9607
10,0.0734351993481,0.96186,0.200406083484,0.9588
11,0.0704953703376,0.96338,0.19886499486,0.9605
12,0.0702706157001,0.96558,0.199089371036,0.963
13,0.0695817332544,0.96614,0.19928149504,0.9624
14,0.0697749720392,0.966,0.199988092225,0.9639
15,0.070597387938,0.96534,0.201391780492,0.9628
16,0.0689238185689,0.9684,0.200240273422,0.9644
17,0.0693068881274,0.96704,0.201115799862,0.9637
18,0.0684630858585,0.96892,0.200375483019,0.9651
19,0.0695856048324,0.96788,0.201610253228,0.9655
20,0.0689453002462,0.96808,0.201325948055,0.9652
21,0.0682615518925,0.96852,0.200731124694,0.9655
22,0.068315671923,0.9696,0.201251630333,0.9663
23,0.0681116354678,0.96974,0.201265264829,0.9657
24,0.0693237341246,0.96716,0.203292282675,0.9635
25,0.0682839626902,0.96902,0.201616800386,0.967
26,0.0683604362157,0.96974,0.201854321137,0.9667
27,0.067892371998,0.97022,0.201328824781,0.9673
28,0.0698072933572,0.96818,0.203607771342,0.9643
29,0.0684525155751,0.97006,0.202641422825,0.9663
30,0.0680940511805,0.9695,0.201789096829,0.966
31,0.0686274089731,0.97,0.202384766688,0.9675
32,0.0680024879392,0.97042,0.20190239204,0.9664
33,0.0679101282526,0.9705,0.201751926182,0.9681
34,0.0679063236983,0.9697,0.201947232078,0.9665
35,0.0684147895482,0.96974,0.201734500275,0.967
36,0.0678164108745,0.97052,0.201840269149,0.9668
37,0.0674906052573,0.97086,0.201203934303,0.9666
